id,category,error_name,error_code,symptoms,probable_causes,step_1,step_2,step_3,verification,risk,sources
GPU-073,GPU_Display,HDCP handshake failure on protected content,HDCP_Error,Artifacts appear during video playback or games (HDCP_Error),Outdated or corrupt GPU driver,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-074,GPU_Display,No display output after power on,No_Display_Output,Artifacts appear during video playback or games (No_Display_Output),Outdated or corrupt GPU driver,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-075,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,Artifacts appear during video playback or games (VIDEO_TDR_FAILURE),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-076,GPU_Display,Driver crash with code,Driver_Crash,Artifacts appear during video playback or games (Driver_Crash),Insufficient power or failing PSU,Test with another GPU or onboard graphics to isolate hardware fault,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-077,GPU_Display,HDCP handshake failure on protected content,HDCP_Error,Artifacts appear during video playback or games (HDCP_Error),Insufficient power or failing PSU,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-078,GPU_Display,Video stuttering or frame drops,Stuttering,Artifacts appear during video playback or games (Stuttering),Insufficient power or failing PSU,Rollback driver to previously stable version if recent update caused issues,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-079,GPU_Display,Black screen on boot or during gaming,Black_Screen,No signal to monitor after GPU init (Black screen on boot or during gaming),Outdated or corrupt GPU driver,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-080,GPU_Display,Driver crash with code,Driver_Crash,Screen freezes and driver resets (Driver crash with code),Insufficient power or failing PSU,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-081,GPU_Display,No display output after power on,No_Display_Output,Screen freezes and driver resets (No display output after power on),Faulty GPU hardware or BIOS incompatibility,Test with another GPU or onboard graphics to isolate hardware fault,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-082,GPU_Display,Video stuttering or frame drops,Stuttering,Artifacts appear during video playback or games (Stuttering),Outdated or corrupt GPU driver,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-083,GPU_Display,GPU driver timeout (TDR),VIDEO_TDR_FAILURE,No signal to monitor after GPU init (GPU driver timeout (TDR)),Faulty GPU hardware or BIOS incompatibility,Check power connectors; ensure PSU meets GPU requirements,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-084,GPU_Display,Visual artifacts or flickering,Artifacting,Screen freezes and driver resets (Visual artifacts or flickering),Insufficient power or failing PSU,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-085,GPU_Display,Low GPU performance after driver update,Low_Perf,Screen freezes and driver resets (Low GPU performance after driver update),Thermal throttling due to dust/poor cooling,Test with another GPU or onboard graphics to isolate hardware fault,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-086,GPU_Display,Driver crash with code,Driver_Crash,Artifacts appear during video playback or games (Driver_Crash),Outdated or corrupt GPU driver,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,high,GPU vendor KB / community guides (paraphrased)
GPU-087,GPU_Display,Low GPU performance after driver update,Low_Perf,No signal to monitor after GPU init (Low GPU performance after driver update),Faulty GPU hardware or BIOS incompatibility,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-088,GPU_Display,Black screen on boot or during gaming,Black_Screen,Artifacts appear during video playback or games (Black_Screen),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-089,GPU_Display,Driver crash with code,Driver_Crash,Screen freezes and driver resets (Driver crash with code),Faulty GPU hardware or BIOS incompatibility,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Test with another GPU or onboard graphics to isolate hardware fault,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-090,GPU_Display,GPU overheating and throttling,Overheating_GPU,No signal to monitor after GPU init (GPU overheating and throttling),Outdated or corrupt GPU driver,Check power connectors; ensure PSU meets GPU requirements,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,medium,GPU vendor KB / community guides (paraphrased)
GPU-091,GPU_Display,VRAM read/write errors,VRAM_Error,Screen freezes and driver resets (VRAM read/write errors),Faulty GPU hardware or BIOS incompatibility,Use DDU (Display Driver Uninstaller) in Safe Mode and reinstall latest driver,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Rollback driver to previously stable version if recent update caused issues,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
GPU-092,GPU_Display,Driver crash with code,Driver_Crash,No signal to monitor after GPU init (Driver crash with code),Faulty GPU hardware or BIOS incompatibility,Rollback driver to previously stable version if recent update caused issues,Clean GPU heatsink/fans; reseat the card; monitor temps with HWMonitor,Check power connectors; ensure PSU meets GPU requirements,Stable display during stress test (FurMark/Unigine) and no driver resets logged.,low,GPU vendor KB / community guides (paraphrased)
